takenAt,watermark,battery,temperature,humidity
2021-06-19 02:40:05.434464,0,13.20645,23.3,51.2
2021-06-19 02:41:06.380421,0,13.20645,23.2,51.2
2021-06-19 02:42:06.871368,1,13.20645,23.2,51.2
2021-06-19 02:43:07.588399,0,13.20645,23.2,51.2
2021-06-19 02:44:08.303533,0,13.20645,23.1,51.2
2021-06-19 02:45:09.190374,0,13.1879,23.1,51.2
2021-06-19 02:46:09.913914,0,13.20645,23,51.2
2021-06-19 02:47:10.637776,0,13.225,23,51.2
2021-06-19 02:48:11.362200,1,13.20645,22.9,51.2
2021-06-19 02:49:12.085958,0,13.20645,22.9,51.3
2021-06-19 02:50:12.811887,1,13.20645,22.8,51.3
2021-06-19 02:51:13.532138,0,13.20645,22.8,51.3
2021-06-19 02:52:14.053342,1,13.225,22.7,51.3
2021-06-19 02:53:14.777087,0,13.20645,22.7,51.3
2021-06-19 02:54:15.501531,1,13.20645,22.6,51.3
2021-06-19 02:55:16.228789,1,13.20645,22.6,51.3
2021-06-19 02:56:16.947854,0,13.225,22.5,51.3
2021-06-19 02:57:17.672929,1,13.20645,22.5,51.4
2021-06-19 02:58:18.395401,0,13.20645,22.4,51.4
2021-06-19 02:59:19.219657,0,13.20645,22.4,51.4
2021-06-19 03:00:19.946715,1,13.20645,22.3,51.4
2021-06-19 03:01:20.667120,1,13.20645,22.3,51.4
2021-06-19 03:02:21.291688,0,13.20645,22.2,51.4
2021-06-19 03:03:22.115296,0,13.20645,22.2,51.4
2021-06-19 03:04:22.838056,1,13.20645,22.2,51.5
2021-06-19 03:05:23.566630,0,13.225,22.1,51.5
2021-06-19 03:06:24.285264,0,13.20645,22.1,51.5
2021-06-19 03:07:25.009722,0,13.20645,22,51.4
2021-06-19 03:08:25.531913,0,13.20645,22,51.5
2021-06-19 03:09:26.254898,0,13.20645,22,51.5
2021-06-19 03:10:26.979823,1,13.20645,21.9,51.5
2021-06-19 03:11:27.703527,0,13.20645,21.9,51.5
2021-06-19 03:12:28.426190,1,13.225,21.9,51.5
2021-06-19 03:13:29.149525,0,13.20645,21.8,51.5
2021-06-19 03:14:29.873503,0,13.225,21.8,51.6
2021-06-19 03:15:30.596969,0,13.225,21.8,51.6
2021-06-19 03:16:31.423772,1,13.225,21.7,51.6
2021-06-19 03:17:32.163150,0,13.225,21.7,51.6
2021-06-19 03:18:32.867131,1,13.20645,21.7,51.7
2021-06-19 03:19:33.590046,2,13.20645,21.7,51.7
2021-06-19 03:20:34.314109,0,13.20645,21.6,51.7
2021-06-19 03:21:35.036490,1,13.225,21.6,51.7
2021-06-19 03:22:35.761826,1,13.20645,21.6,51.7
2021-06-19 03:23:36.486473,0,13.1879,21.5,51.7
2021-06-19 03:24:37.209609,0,13.225,21.5,51.7
2021-06-19 03:25:37.734699,0,13.225,21.5,51.8
2021-06-19 03:26:38.438358,0,13.20645,21.5,51.8
2021-06-19 03:27:39.158645,0,13.20645,21.4,51.8
2021-06-19 03:28:39.874677,0,13.20645,21.4,51.8
2021-06-19 03:29:40.632089,1,13.20645,21.4,51.8
2021-06-19 03:30:41.355478,1,13.20645,21.4,51.9
2021-06-19 03:31:42.181875,0,13.225,21.3,51.9
2021-06-19 03:32:42.902922,0,13.20645,21.3,51.9
2021-06-19 03:33:43.464409,1,13.20645,21.3,51.9
2021-06-19 03:34:44.181601,0,13.20645,21.2,51.9
2021-06-19 03:35:44.903726,2,13.225,21.2,52
2021-06-19 03:36:45.794590,2,13.20645,21.2,52
2021-06-19 03:37:46.518317,0,13.225,21.2,52
2021-06-19 03:38:47.053793,0,13.20645,21.1,52
2021-06-19 03:39:47.968233,0,13.225,21.1,52
2021-06-19 03:40:48.689385,1,13.20645,21.1,52
2021-06-19 03:41:49.216775,1,13.20645,21.1,52.1
2021-06-19 03:42:49.941502,0,13.225,21,52
2021-06-19 03:43:50.664675,0,13.225,21,52
2021-06-19 03:44:51.393842,0,13.20645,21,52.1
2021-06-19 03:45:52.111444,0,13.20645,21,52.1
2021-06-19 03:46:52.837367,0,13.225,21,52.1
2021-06-19 03:47:53.654517,2,13.20645,20.9,52.1
2021-06-19 03:48:54.377601,1,13.225,20.9,52.2
2021-06-19 03:49:55.105453,2,13.20645,20.9,52.2
2021-06-19 03:50:55.825847,0,13.20645,20.9,52.2
2021-06-19 03:51:56.552011,1,13.20645,20.8,52.2
2021-06-19 03:52:57.273799,0,13.20645,20.8,52.3
2021-06-19 03:53:57.999394,0,13.20645,20.8,52.3
2021-06-19 03:54:58.720256,0,13.20645,20.8,52.3
2021-06-19 03:55:59.443830,0,13.20645,20.7,52.3
2021-06-19 03:57:00.167968,0,13.225,20.7,52.3
2021-06-19 03:58:00.695793,0,13.20645,20.7,52.3
2021-06-19 03:59:01.419380,2,13.20645,20.6,52.3
2021-06-19 04:00:02.144345,0,13.20645,20.6,52.3
2021-06-19 04:01:02.878331,0,13.20645,20.6,52.4
2021-06-19 04:02:03.558667,1,13.20645,20.6,52.4
2021-06-19 04:03:04.317954,0,13.20645,20.6,52.5
2021-06-19 04:04:04.994140,1,13.20645,20.5,52.5
2021-06-19 04:05:05.823851,0,13.20645,20.5,52.5
2021-06-19 04:06:06.599955,0,13.20645,20.5,52.5
2021-06-19 04:07:07.141573,0,13.20645,20.4,52.5
2021-06-19 04:08:07.858367,0,13.20645,20.4,52.6
2021-06-19 04:09:08.576746,0,13.225,20.4,52.6
2021-06-19 04:10:09.470556,0,13.20645,20.4,52.6
2021-06-19 04:11:10.195148,0,13.20645,20.4,52.7
2021-06-19 04:12:10.920188,0,13.20645,20.4,52.7
2021-06-19 04:13:11.642876,0,13.225,20.3,52.6
2021-06-19 04:14:12.173354,0,13.20645,20.3,52.7
2021-06-19 04:15:12.898189,1,13.20645,20.3,52.7
2021-06-19 04:16:13.623779,2,13.20645,20.2,52.7
2021-06-19 04:17:14.344290,1,13.20645,20.2,52.7
2021-06-19 04:18:15.071873,0,13.20645,20.2,52.7
2021-06-19 04:19:15.790277,0,13.20645,20.2,52.8
2021-06-19 04:20:16.514384,0,13.225,20.1,52.7
2021-06-19 04:21:17.329554,0,13.20645,20.1,52.8
2021-06-19 04:22:17.962640,1,13.20645,20,52.8
2021-06-19 04:23:18.777051,0,13.20645,20,52.8
2021-06-19 04:24:19.500142,1,13.225,20,52.8
2021-06-19 04:25:20.224477,0,13.1879,19.9,52.8
2021-06-19 04:26:20.949058,1,13.20645,19.9,52.8
2021-06-19 04:27:21.669191,0,13.20645,19.8,52.8
2021-06-19 04:28:22.394350,0,13.20645,19.8,52.9
2021-06-19 04:29:23.117819,0,13.1879,19.7,52.9
2021-06-19 04:30:23.648591,0,13.225,19.7,52.9
2021-06-19 04:31:24.373822,0,13.20645,19.6,52.9
2021-06-19 04:32:25.097247,1,13.20645,19.6,53
2021-06-19 04:33:25.820832,1,13.20645,19.5,53
2021-06-19 04:34:26.545858,0,13.20645,19.5,53
2021-06-19 04:35:27.268713,0,13.20645,19.4,53
2021-06-19 04:36:27.996448,0,13.20645,19.3,53
2021-06-19 04:37:28.806707,1,13.20645,19.3,53.1
2021-06-19 04:38:29.529021,1,13.20645,19.2,53.1
2021-06-19 04:39:30.251398,0,13.20645,19.2,53.1
2021-06-19 04:40:30.977983,1,13.20645,19.2,53.2
2021-06-19 04:41:31.700196,1,13.1879,19.1,53.1
2021-06-19 04:42:32.423262,0,13.225,19.1,53.2
2021-06-19 04:43:33.148372,0,13.225,19,53.2
2021-06-19 04:44:33.871995,0,13.20645,19,53.2
2021-06-19 04:45:34.595028,0,13.20645,18.9,53.2
2021-06-19 04:46:35.319793,0,13.225,18.9,53.2
2021-06-19 04:47:35.841777,1,13.20645,18.8,53.2
2021-06-19 04:48:36.576094,0,13.20645,18.8,53.2
2021-06-19 04:49:37.301022,2,13.20645,18.7,53.2
2021-06-19 04:50:37.994485,0,13.20645,18.7,53.3
2021-06-19 04:51:38.714168,0,13.225,18.7,53.3
2021-06-19 04:52:39.430638,1,13.20645,18.6,53.3
2021-06-19 04:53:40.196390,0,13.20645,18.6,53.3
2021-06-19 04:54:41.008616,0,13.20645,18.5,53.4
2021-06-19 04:55:41.730607,0,13.20645,18.5,53.4
2021-06-19 04:56:42.453927,0,13.20645,18.5,53.4
2021-06-19 04:57:43.017748,1,13.20645,18.4,53.4
2021-06-19 04:58:43.736398,0,13.20645,18.4,53.5
2021-06-19 04:59:44.453299,0,13.20645,18.3,53.5
2021-06-19 05:00:45.348643,1,13.20645,18.3,53.5
2021-06-19 05:01:46.073879,1,13.225,18.3,53.5
2021-06-19 05:02:46.800114,0,13.1879,18.3,53.6
2021-06-19 05:03:47.334928,0,13.20645,18.2,53.6
2021-06-19 05:04:48.055057,1,13.225,18.2,53.7
2021-06-19 05:05:48.780505,0,13.20645,18.2,53.7
2021-06-19 05:06:49.502160,1,13.20645,18.2,53.7
2021-06-19 05:07:50.224657,0,13.1879,18.1,53.7
2021-06-19 05:08:50.946492,0,13.20645,18.1,53.7
2021-06-19 05:09:51.671403,0,13.20645,18.1,53.8
2021-06-19 05:10:52.479594,0,13.20645,18.1,53.8
2021-06-19 05:11:53.203440,1,13.20645,18.1,53.8
2021-06-19 05:12:53.926590,0,13.20645,18.1,53.9
2021-06-19 05:13:54.649889,1,13.20645,18.1,53.9
2021-06-19 05:14:55.375753,0,13.20645,18.1,54
2021-06-19 05:15:56.096190,0,13.20645,18.1,54
2021-06-19 05:16:56.822564,0,13.20645,18.1,54.1
2021-06-19 05:17:57.543255,0,13.20645,18,54.1
2021-06-19 05:18:58.268392,1,13.20645,18,54.1
2021-06-19 05:19:58.989530,0,13.20645,18,54.1
2021-06-19 05:20:59.526124,0,13.20645,18,54.1
2021-06-19 05:22:00.251305,0,13.1879,18,54.2
2021-06-19 05:23:00.974555,2,13.20645,18,54.2
2021-06-19 05:24:01.698526,0,13.20645,18,54.2
2021-06-19 05:25:02.422301,0,13.20645,18,54.2
2021-06-19 05:26:03.103804,0,13.1879,18,54.3
2021-06-19 05:27:04.036486,0,13.20645,17.9,54.3
2021-06-19 05:28:04.574682,1,13.20645,17.9,54.3
2021-06-19 05:29:05.261369,0,13.20645,17.9,54.3
2021-06-19 05:30:06.240691,0,13.20645,17.9,54.4
2021-06-19 05:31:06.697167,1,13.20645,17.9,54.4
2021-06-19 05:32:07.408401,1,13.1879,17.8,54.4
2021-06-19 05:33:08.125121,0,13.20645,17.8,54.5
2021-06-19 05:34:09.021835,0,13.20645,17.8,54.5
2021-06-19 05:35:09.740876,0,13.20645,17.8,54.5
2021-06-19 05:36:10.463836,0,13.20645,17.8,54.5
2021-06-19 05:37:11.004460,0,13.20645,17.7,54.5
2021-06-19 05:38:11.727825,1,13.1879,17.7,54.6
2021-06-19 05:39:12.452233,1,13.20645,17.7,54.6
2021-06-19 05:40:13.176988,0,13.1879,17.7,54.6
2021-06-19 05:41:13.902641,0,13.1879,17.7,54.7
2021-06-19 05:42:14.626984,0,13.20645,17.6,54.7
2021-06-19 05:43:15.349597,0,13.1879,17.6,54.7
2021-06-19 05:44:16.074480,0,13.20645,17.6,54.8
2021-06-19 05:45:16.878737,2,13.20645,17.6,54.8
2021-06-19 05:46:17.605715,1,13.20645,17.6,54.9
2021-06-19 05:47:18.328507,0,13.20645,17.6,54.9
2021-06-19 05:48:19.053437,0,13.20645,17.5,54.9
2021-06-19 05:49:19.776837,1,13.20645,17.5,54.9
2021-06-19 05:50:20.501424,2,13.20645,17.5,55
2021-06-19 05:51:21.224813,0,13.1879,17.5,55
2021-06-19 05:52:21.946465,1,13.20645,17.5,55
2021-06-19 05:53:22.672511,0,13.1879,17.5,55
2021-06-19 05:54:23.214158,0,13.1879,17.4,55
2021-06-19 05:55:23.938871,0,13.20645,17.4,55
2021-06-19 05:56:24.661409,0,13.20645,17.4,55.1
2021-06-19 05:57:25.385271,1,13.20645,17.4,55.1
2021-06-19 05:58:26.108271,0,13.20645,17.4,55.1
2021-06-19 05:59:26.831897,0,13.1879,17.3,55.1
2021-06-19 06:00:27.557869,1,13.1879,17.3,55.1
2021-06-19 06:01:28.359232,1,13.1879,17.3,55.1
2021-06-19 06:02:29.089280,0,13.1879,17.2,55.1
2021-06-19 06:03:29.807613,0,13.20645,17.2,55.2
2021-06-19 06:04:30.531721,0,13.20645,17.2,55.2
2021-06-19 06:05:31.255642,0,13.20645,17.1,55.2
2021-06-19 06:06:31.978658,0,13.20645,17.1,55.2
2021-06-19 06:07:32.702585,1,13.1879,17.1,55.2
2021-06-19 06:08:33.425080,0,13.20645,17,55.2
2021-06-19 06:09:34.150069,0,13.1879,17,55.2
2021-06-19 06:10:34.693949,0,13.1879,17,55.3
2021-06-19 06:11:35.417042,0,13.1879,16.9,55.2
2021-06-19 06:12:36.141203,0,13.1879,16.9,55.3
2021-06-19 06:13:36.865151,0,13.1879,16.9,55.3
2021-06-19 06:14:37.590416,0,13.1879,16.9,55.3
2021-06-19 06:15:38.311797,0,13.1879,16.8,55.3
2021-06-19 06:16:39.035864,0,13.1879,16.8,55.4
2021-06-19 06:17:39.836599,0,13.20645,16.7,55.4
2021-06-19 06:18:40.481095,1,13.1879,16.7,55.4
2021-06-19 06:19:41.282365,0,13.20645,16.7,55.4
2021-06-19 06:20:42.004623,0,13.1879,16.6,55.4
2021-06-19 06:21:42.729506,0,13.1879,16.6,55.4
2021-06-19 06:22:43.451949,0,13.1879,16.6,55.4
2021-06-19 06:23:44.176635,0,13.1879,16.5,55.4
2021-06-19 06:24:44.899689,2,13.20645,16.5,55.4
2021-06-19 06:25:45.623332,1,13.1879,16.5,55.5
2021-06-19 06:26:46.346792,0,13.1879,16.4,55.4
2021-06-19 06:27:47.069449,1,13.1879,16.4,55.5
2021-06-19 06:28:47.616295,1,13.1879,16.4,55.5
2021-06-19 06:29:48.339759,0,13.1879,16.3,55.5
2021-06-19 06:30:49.062419,0,13.1879,16.3,55.5
2021-06-19 06:31:49.785378,1,13.1879,16.3,55.5
2021-06-19 06:32:50.511405,2,13.1879,16.2,55.6
2021-06-19 06:33:51.186735,0,13.1879,16.2,55.6
2021-06-19 06:34:52.033094,0,13.1879,16.1,55.6
2021-06-19 06:35:52.757393,0,13.1879,16.1,55.6
2021-06-19 06:36:53.479733,1,13.1879,16.1,55.7
2021-06-19 06:37:54.205355,1,13.1879,16.1,55.7
2021-06-19 06:38:54.927458,1,13.1879,16,55.7
2021-06-19 06:39:55.576889,0,13.20645,16,55.7
2021-06-19 06:40:56.374639,1,13.1879,16,55.8
2021-06-19 06:41:57.098331,1,13.1879,16,55.8
2021-06-19 06:42:57.823413,0,13.1879,16,55.8
2021-06-19 06:43:58.369485,1,13.1879,15.9,55.8
2021-06-19 06:44:59.092918,0,13.1879,15.9,55.8
2021-06-19 06:45:59.816692,0,13.1879,15.9,55.8
2021-06-19 06:47:00.541616,0,13.1879,15.9,55.9
2021-06-19 06:48:01.265546,0,13.1879,15.8,55.8
2021-06-19 06:49:01.991387,0,13.1879,15.8,55.9
2021-06-19 06:50:02.714939,1,13.1879,15.8,55.9
2021-06-19 06:51:03.430286,1,13.1879,15.8,55.9
2021-06-19 06:52:04.133015,0,13.1879,15.7,55.9
2021-06-19 06:53:04.823717,1,13.1879,15.7,55.9
2021-06-19 06:54:05.798368,0,13.1879,15.7,56
2021-06-19 06:55:06.483893,0,13.1879,15.7,56
2021-06-19 06:56:06.978526,0,13.1879,15.7,56.1
2021-06-19 06:57:07.697809,0,13.1879,15.7,56.1
2021-06-19 06:58:08.413598,0,13.1879,15.6,56
2021-06-19 06:59:09.304386,0,13.1879,15.6,56.1
2021-06-19 07:00:10.028930,0,13.1879,15.6,56.1
2021-06-19 07:01:10.576697,0,13.1879,15.6,56.1
2021-06-19 07:02:11.301603,1,13.1879,15.5,56.1
2021-06-19 07:03:12.025058,0,13.1879,15.5,56.2
2021-06-19 07:04:12.749532,1,13.1879,15.5,56.2
2021-06-19 07:05:13.473289,0,13.1879,15.5,56.2
2021-06-19 07:06:14.197481,0,13.1879,15.5,56.3
2021-06-19 07:07:14.873473,0,13.1879,15.4,56.3
2021-06-19 07:08:15.716170,0,13.1879,15.4,56.3
2021-06-19 07:09:16.440046,1,13.1879,15.4,56.3
2021-06-19 07:10:17.163947,0,13.1879,15.4,56.4
2021-06-19 07:11:17.817841,0,13.1879,15.3,56.4
2021-06-19 07:12:18.611653,0,13.1879,15.3,56.4
2021-06-19 07:13:19.335710,1,13.1879,15.3,56.4
2021-06-19 07:14:20.059187,0,13.1879,15.3,56.4
2021-06-19 07:15:20.782169,0,13.1879,15.3,56.4
2021-06-19 07:16:21.507444,1,13.1879,15.3,56.5
2021-06-19 07:17:22.230477,0,13.1879,15.2,56.5
2021-06-19 07:18:22.781975,0,13.1879,15.2,56.5
2021-06-19 07:19:23.505539,0,13.1879,15.2,56.5
2021-06-19 07:20:24.229397,1,13.1879,15.2,56.6
2021-06-19 07:21:24.953204,1,13.1879,15.2,56.6
2021-06-19 07:22:25.678942,0,13.1879,15.1,56.6
2021-06-19 07:23:26.400861,1,13.1879,15.1,56.6
2021-06-19 07:24:27.125358,0,13.1879,15.1,56.7
2021-06-19 07:25:27.849001,0,13.1879,15.1,56.7
2021-06-19 07:26:28.642022,1,13.1879,15.1,56.7
2021-06-19 07:27:29.364914,0,13.1879,15,56.7
2021-06-19 07:28:30.089344,0,13.1879,15.1,56.8
2021-06-19 07:29:30.812779,0,13.1879,15,56.8
2021-06-19 07:30:31.540149,0,13.1879,15,56.8
2021-06-19 07:31:32.259268,0,13.1879,15,56.8
2021-06-19 07:32:32.983348,0,13.1879,15,56.8
2021-06-19 07:33:33.707505,0,13.1879,15,56.8
2021-06-19 07:34:34.260824,1,13.1879,14.9,56.8
2021-06-19 07:35:34.984203,0,13.16935,14.9,56.8
2021-06-19 07:36:35.708060,0,13.1879,14.9,56.9
2021-06-19 07:37:36.431345,0,13.1879,14.9,56.9
2021-06-19 07:38:37.155172,0,13.1879,14.9,56.9
2021-06-19 07:39:37.879623,0,13.16935,14.8,56.9
2021-06-19 07:40:38.603806,0,13.1879,14.8,56.9
2021-06-19 07:41:39.395244,0,13.1879,14.8,56.9
2021-06-19 07:42:40.118732,0,13.1879,14.8,57
2021-06-19 07:43:40.774099,1,13.16935,14.7,57
2021-06-19 07:44:41.430131,0,13.1879,14.7,57
2021-06-19 07:45:42.289390,1,13.16935,14.7,57
2021-06-19 07:46:43.013327,0,13.16935,14.7,57
2021-06-19 07:47:43.736728,0,13.16935,14.7,57
2021-06-19 07:48:44.394037,0,13.16935,14.7,57.1
2021-06-19 07:49:45.183833,0,13.1879,14.6,57.1
2021-06-19 07:50:45.737210,1,13.1879,14.6,57.1
2021-06-19 07:51:46.463102,0,13.1879,14.6,57.1
2021-06-19 07:52:47.187019,0,13.1879,14.6,57.2
2021-06-19 07:53:47.910653,0,13.16935,14.6,57.2
2021-06-19 07:54:48.635149,0,13.16935,14.5,57.2
2021-06-19 07:55:49.357798,1,13.1879,14.5,57.2
2021-06-19 07:56:50.082222,0,13.16935,14.5,57.3
2021-06-19 07:57:50.803754,0,13.1879,14.5,57.3
2021-06-19 07:58:51.593445,0,13.16935,14.5,57.4
2021-06-19 07:59:52.317106,0,13.16935,14.5,57.4
2021-06-19 08:00:53.040363,1,13.16935,14.4,57.4
2021-06-19 08:01:53.764514,0,13.1879,14.4,57.4
2021-06-19 08:02:54.487650,0,13.1879,14.4,57.4
2021-06-19 08:03:55.211224,0,13.16935,14.4,57.5
2021-06-19 08:04:55.934319,0,13.16935,14.4,57.5
2021-06-19 08:05:56.658699,1,13.1879,14.4,57.5
2021-06-19 08:06:57.381516,0,13.16935,14.4,57.5
2021-06-19 08:07:58.105144,0,13.16935,14.3,57.5
2021-06-19 08:08:58.662636,0,13.16935,14.3,57.5
2021-06-19 08:09:59.385097,0,13.16935,14.3,57.5
2021-06-19 08:11:00.109381,1,13.16935,14.3,57.6
2021-06-19 08:12:00.832037,0,13.16935,14.3,57.6
2021-06-19 08:13:01.556875,1,13.1879,14.3,57.6
2021-06-19 08:14:02.279916,0,13.1879,14.3,57.6
2021-06-19 08:15:02.964680,0,13.1879,14.3,57.7
2021-06-19 08:16:03.752071,0,13.16935,14.2,57.6
2021-06-19 08:17:04.516019,0,13.16935,14.2,57.7
2021-06-19 08:18:05.359086,0,13.16935,14.2,57.7
2021-06-19 08:19:06.043652,1,13.16935,14.2,57.8
2021-06-19 08:20:06.565816,1,13.16935,14.2,57.8
2021-06-19 08:21:07.263416,1,13.1879,14.2,57.8
2021-06-19 08:22:07.980835,0,13.16935,14.2,57.9
2021-06-19 08:23:08.697711,0,13.16935,14.2,57.9
2021-06-19 08:24:09.578118,0,13.16935,14.2,57.9
2021-06-19 08:25:10.304038,1,13.16935,14.1,57.9
2021-06-19 08:26:10.862291,0,13.16935,14.1,57.9
2021-06-19 08:27:11.586771,0,13.16935,14.1,57.9
2021-06-19 08:28:12.310381,0,13.16935,14.1,57.9
2021-06-19 08:29:13.034168,0,13.16935,14.1,57.9
2021-06-19 08:30:13.759243,0,13.16935,14.1,58
2021-06-19 08:31:14.484194,0,13.16935,14.1,58
2021-06-19 08:32:15.208063,0,13.16935,14.1,58.1
2021-06-19 08:33:15.995196,0,13.16935,14,58
2021-06-19 08:34:16.718795,1,13.16935,14,58.1
2021-06-19 08:35:17.443830,0,13.16935,14,58.1
2021-06-19 08:36:18.168503,2,13.16935,14,58.1
